section_id,level,update_time,update_interval,travel_time,travel_speed
0229,1,2024-09-28 12:54:00+00:00,60,,99
0230,2,2024-09-28 12:54:00+00:00,60,,78
0233,1,2024-09-28 12:54:00+00:00,60,,105
0249,1,2024-09-28 12:54:00+00:00,60,,101
0254,1,2024-09-28 12:54:00+00:00,60,,101
2190,1,2024-09-28 12:54:00+00:00,60,,89
0285,1,2024-09-28 12:54:00+00:00,60,,105
0286,1,2024-09-28 12:54:00+00:00,60,,108
0287,1,2024-09-28 12:54:00+00:00,60,,102
0288,1,2024-09-28 12:54:00+00:00,60,,103
2174,1,2024-09-28 12:54:00+00:00,60,,89
0290,1,2024-09-28 12:54:00+00:00,60,,104
0292,1,2024-09-28 12:54:00+00:00,60,,90
2173,1,2024-09-28 12:54:00+00:00,60,,89
0296,1,2024-09-28 12:54:00+00:00,60,,102
0297,1,2024-09-28 12:54:00+00:00,60,,104
2172,1,2024-09-28 12:54:00+00:00,60,,90
0299,1,2024-09-28 12:54:00+00:00,60,,99
0301,1,2024-09-28 12:54:00+00:00,60,,103
0302,1,2024-09-28 12:54:00+00:00,60,,102
2171,1,2024-09-28 12:54:00+00:00,60,,84
0282,1,2024-09-28 12:54:00+00:00,60,,106
0280,1,2024-09-28 12:54:00+00:00,60,,107
0279,1,2024-09-28 12:54:00+00:00,60,,102
2179,1,2024-09-28 12:54:00+00:00,60,,86
0253,1,2024-09-28 12:54:00+00:00,60,,103
0256,1,2024-09-28 12:54:00+00:00,60,,101
2189,1,2024-09-28 12:54:00+00:00,60,,83
0258,1,2024-09-28 12:54:00+00:00,60,,100
0260,1,2024-09-28 12:54:00+00:00,60,,100
0262,1,2024-09-28 12:54:00+00:00,60,,96
0263,1,2024-09-28 12:54:00+00:00,60,,100
0250,1,2024-09-28 12:54:00+00:00,60,,95
2187,1,2024-09-28 12:54:00+00:00,60,,87
0266,1,2024-09-28 12:54:00+00:00,60,,101
0268,1,2024-09-28 12:54:00+00:00,60,,88
0270,1,2024-09-28 12:54:00+00:00,60,,95
0271,1,2024-09-28 12:54:00+00:00,60,,92
0272,1,2024-09-28 12:54:00+00:00,60,,94
0274,1,2024-09-28 12:54:00+00:00,60,,100
0275,1,2024-09-28 12:54:00+00:00,60,,102
0265,1,2024-09-28 12:54:00+00:00,60,,100
2203,1,2024-09-28 12:54:00+00:00,60,,88
0198,3,2024-09-28 12:54:00+00:00,60,,43
0203,1,2024-09-28 12:54:00+00:00,60,,92
0122,1,2024-09-28 12:54:00+00:00,60,,97
2226,1,2024-09-28 12:54:00+00:00,60,,90
0125,1,2024-09-28 12:54:00+00:00,60,,93
0126,1,2024-09-28 12:54:00+00:00,60,,108
2225,1,2024-09-28 12:54:00+00:00,60,,80
0127,1,2024-09-28 12:54:00+00:00,60,,98
0128,1,2024-09-28 12:54:00+00:00,60,,92
0121,1,2024-09-28 12:54:00+00:00,60,,100
0133,1,2024-09-28 12:54:00+00:00,60,,101
0135,1,2024-09-28 12:54:00+00:00,60,,89
2223,3,2024-09-28 12:54:00+00:00,60,,58
0138,1,2024-09-28 12:54:00+00:00,60,,106
0139,1,2024-09-28 12:54:00+00:00,60,,98
2222,-1,2024-09-28 12:54:00+00:00,60,,-13
0140,1,2024-09-28 12:54:00+00:00,60,,93
0141,2,2024-09-28 12:54:00+00:00,60,,64
0134,5,2024-09-28 12:54:00+00:00,60,,9
0142,1,2024-09-28 12:54:00+00:00,60,,96
0117,2,2024-09-28 12:54:00+00:00,60,,78
0116,1,2024-09-28 12:54:00+00:00,60,,101
0090,1,2024-09-28 12:54:00+00:00,60,,99
2243,1,2024-09-28 12:54:00+00:00,60,,96
0093,1,2024-09-28 12:54:00+00:00,60,,96
0094,1,2024-09-28 12:54:00+00:00,60,,95
0095,1,2024-09-28 12:54:00+00:00,60,,101
2234,1,2024-09-28 12:54:00+00:00,60,,85
0096,1,2024-09-28 12:54:00+00:00,60,,100
2227,1,2024-09-28 12:54:00+00:00,60,,89
0099,1,2024-09-28 12:54:00+00:00,60,,101
0104,1,2024-09-28 12:54:00+00:00,60,,97
0105,1,2024-09-28 12:54:00+00:00,60,,100
0106,1,2024-09-28 12:54:00+00:00,60,,101
0107,1,2024-09-28 12:54:00+00:00,60,,102
2229,1,2024-09-28 12:54:00+00:00,60,,94
0114,1,2024-09-28 12:54:00+00:00,60,,99
0115,1,2024-09-28 12:54:00+00:00,60,,101
0101,1,2024-09-28 12:54:00+00:00,60,,89
0205,3,2024-09-28 12:54:00+00:00,60,,42
0145,1,2024-09-28 12:54:00+00:00,60,,92
0146,1,2024-09-28 12:54:00+00:00,60,,91
2211,1,2024-09-28 12:54:00+00:00,60,,89
0177,4,2024-09-28 12:54:00+00:00,60,,39
2210,1,2024-09-28 12:54:00+00:00,60,,88
0180,1,2024-09-28 12:54:00+00:00,60,,86
0181,3,2024-09-28 12:54:00+00:00,60,,60
0182,1,2024-09-28 12:54:00+00:00,60,,83
2209,1,2024-09-28 12:54:00+00:00,60,,86
0174,2,2024-09-28 12:54:00+00:00,60,,72
0185,2,2024-09-28 12:54:00+00:00,60,,76
0187,1,2024-09-28 12:54:00+00:00,60,,88
2208,1,2024-09-28 12:54:00+00:00,60,,88
0189,1,2024-09-28 12:54:00+00:00,60,,86
0190,2,2024-09-28 12:54:00+00:00,60,,78
2207,1,2024-09-28 12:54:00+00:00,60,,85
0303,1,2024-09-28 12:54:00+00:00,60,,103
2204,1,2024-09-28 12:54:00+00:00,60,,83
0186,1,2024-09-28 12:54:00+00:00,60,,87
2221,2,2024-09-28 12:54:00+00:00,60,,73
0173,1,2024-09-28 12:54:00+00:00,60,,85
0170,1,2024-09-28 12:54:00+00:00,60,,88
0150,4,2024-09-28 12:54:00+00:00,60,,26
0151,1,2024-09-28 12:54:00+00:00,60,,91
0153,1,2024-09-28 12:54:00+00:00,60,,83
0155,1,2024-09-28 12:54:00+00:00,60,,96
0156,1,2024-09-28 12:54:00+00:00,60,,92
0157,2,2024-09-28 12:54:00+00:00,60,,73
2215,2,2024-09-28 12:54:00+00:00,60,,66
2212,1,2024-09-28 12:54:00+00:00,60,,89
0159,3,2024-09-28 12:54:00+00:00,60,,59
2214,1,2024-09-28 12:54:00+00:00,60,,80
0165,1,2024-09-28 12:54:00+00:00,60,,94
0166,5,2024-09-28 12:54:00+00:00,60,,2
2213,1,2024-09-28 12:54:00+00:00,60,,82
0167,1,2024-09-28 12:54:00+00:00,60,,89
0168,2,2024-09-28 12:54:00+00:00,60,,75
0169,1,2024-09-28 12:54:00+00:00,60,,91
0160,1,2024-09-28 12:54:00+00:00,60,,95
0304,1,2024-09-28 12:54:00+00:00,60,,100
2168,1,2024-09-28 12:54:00+00:00,60,,89
0311,1,2024-09-28 12:54:00+00:00,60,,105
0452,1,2024-09-28 12:54:00+00:00,60,,104
0453,1,2024-09-28 12:54:00+00:00,60,,98
0454,1,2024-09-28 12:54:00+00:00,60,,99
0456,1,2024-09-28 12:54:00+00:00,60,,81
2120,2,2024-09-28 12:54:00+00:00,60,,73
0457,2,2024-09-28 12:54:00+00:00,60,,70
0458,2,2024-09-28 12:54:00+00:00,60,,65
0461,1,2024-09-28 12:54:00+00:00,60,,106
2119,3,2024-09-28 12:54:00+00:00,60,,44
0464,1,2024-09-28 12:54:00+00:00,60,,107
0467,1,2024-09-28 12:54:00+00:00,60,,96
0468,1,2024-09-28 12:54:00+00:00,60,,96
2117,3,2024-09-28 12:54:00+00:00,60,,57
0470,2,2024-09-28 12:54:00+00:00,60,,64
0471,1,2024-09-28 12:54:00+00:00,60,,93
0451,1,2024-09-28 12:54:00+00:00,60,,102
0450,1,2024-09-28 12:54:00+00:00,60,,101
2122,2,2024-09-28 12:54:00+00:00,60,,70
0449,1,2024-09-28 12:54:00+00:00,60,,104
0432,1,2024-09-28 12:54:00+00:00,60,,97
0433,1,2024-09-28 12:54:00+00:00,60,,101
2132,2,2024-09-28 12:54:00+00:00,60,,73
0435,1,2024-09-28 12:54:00+00:00,60,,89
0437,1,2024-09-28 12:54:00+00:00,60,,99
0438,1,2024-09-28 12:54:00+00:00,60,,104
2131,1,2024-09-28 12:54:00+00:00,60,,84
0473,1,2024-09-28 12:54:00+00:00,60,,100
0439,1,2024-09-28 12:54:00+00:00,60,,94
0441,1,2024-09-28 12:54:00+00:00,60,,87
0442,1,2024-09-28 12:54:00+00:00,60,,100
0443,1,2024-09-28 12:54:00+00:00,60,,100
0444,1,2024-09-28 12:54:00+00:00,60,,102
0445,1,2024-09-28 12:54:00+00:00,60,,100
2123,2,2024-09-28 12:54:00+00:00,60,,66
0446,1,2024-09-28 12:54:00+00:00,60,,103
0440,1,2024-09-28 12:54:00+00:00,60,,100
0426,3,2024-09-28 12:54:00+00:00,60,,54
2116,2,2024-09-28 12:54:00+00:00,60,,71
2115,2,2024-09-28 12:54:00+00:00,60,,73
2079,1,2024-09-28 12:54:00+00:00,60,,91
2080,1,2024-09-28 12:54:00+00:00,60,,89
2081,1,2024-09-28 12:54:00+00:00,60,,84
2100,2,2024-09-28 12:54:00+00:00,60,,70
2082,1,2024-09-28 12:54:00+00:00,60,,82
2083,1,2024-09-28 12:54:00+00:00,60,,84
2084,2,2024-09-28 12:54:00+00:00,60,,71
2099,2,2024-09-28 12:54:00+00:00,60,,73
2086,1,2024-09-28 12:54:00+00:00,60,,83
2087,1,2024-09-28 12:54:00+00:00,60,,94
2088,1,2024-09-28 12:54:00+00:00,60,,82
2098,2,2024-09-28 12:54:00+00:00,60,,75
2092,1,2024-09-28 12:54:00+00:00,60,,86
2093,1,2024-09-28 12:54:00+00:00,60,,81
2094,1,2024-09-28 12:54:00+00:00,60,,87
2078,2,2024-09-28 12:54:00+00:00,60,,74
1008,2,2024-09-28 12:54:00+00:00,60,,73
1007,2,2024-09-28 12:54:00+00:00,60,,72
2108,3,2024-09-28 12:54:00+00:00,60,,54
0480,2,2024-09-28 12:54:00+00:00,60,,68
0482,3,2024-09-28 12:54:00+00:00,60,,54
2113,2,2024-09-28 12:54:00+00:00,60,,76
0486,1,2024-09-28 12:54:00+00:00,60,,88
0490,5,2024-09-28 12:54:00+00:00,60,,0
0491,1,2024-09-28 12:54:00+00:00,60,,83
0492,1,2024-09-28 12:54:00+00:00,60,,81
0476,3,2024-09-28 12:54:00+00:00,60,,53
0494,1,2024-09-28 12:54:00+00:00,60,,89
1001,3,2024-09-28 12:54:00+00:00,60,,41
1002,2,2024-09-28 12:54:00+00:00,60,,75
2109,2,2024-09-28 12:54:00+00:00,60,,79
1003,3,2024-09-28 12:54:00+00:00,60,,47
1004,3,2024-09-28 12:54:00+00:00,60,,53
1005,3,2024-09-28 12:54:00+00:00,60,,45
1006,3,2024-09-28 12:54:00+00:00,60,,46
2110,2,2024-09-28 12:54:00+00:00,60,,77
0309,1,2024-09-28 12:54:00+00:00,60,,103
2135,2,2024-09-28 12:54:00+00:00,60,,76
0422,1,2024-09-28 12:54:00+00:00,60,,104
0344,1,2024-09-28 12:54:00+00:00,60,,98
0345,1,2024-09-28 12:54:00+00:00,60,,106
0346,1,2024-09-28 12:54:00+00:00,60,,103
0347,1,2024-09-28 12:54:00+00:00,60,,104
0349,2,2024-09-28 12:54:00+00:00,60,,71
0350,3,2024-09-28 12:54:00+00:00,60,,40
2156,1,2024-09-28 12:54:00+00:00,60,,99
0352,3,2024-09-28 12:54:00+00:00,60,,47
2155,1,2024-09-28 12:54:00+00:00,60,,94
0355,1,2024-09-28 12:54:00+00:00,60,,84
0356,1,2024-09-28 12:54:00+00:00,60,,90
0358,1,2024-09-28 12:54:00+00:00,60,,99
2154,1,2024-09-28 12:54:00+00:00,60,,84
0362,1,2024-09-28 12:54:00+00:00,60,,96
2153,1,2024-09-28 12:54:00+00:00,60,,98
2158,2,2024-09-28 12:54:00+00:00,60,,65
0343,1,2024-09-28 12:54:00+00:00,60,,99
0342,1,2024-09-28 12:54:00+00:00,60,,103
0338,1,2024-09-28 12:54:00+00:00,60,,98
2169,1,2024-09-28 12:54:00+00:00,60,,90
0313,1,2024-09-28 12:54:00+00:00,60,,100
0315,1,2024-09-28 12:54:00+00:00,60,,99
0316,1,2024-09-28 12:54:00+00:00,60,,93
0319,1,2024-09-28 12:54:00+00:00,60,,101
0320,1,2024-09-28 12:54:00+00:00,60,,96
0322,1,2024-09-28 12:54:00+00:00,60,,100
0366,2,2024-09-28 12:54:00+00:00,60,,70
0323,1,2024-09-28 12:54:00+00:00,60,,98
2165,1,2024-09-28 12:54:00+00:00,60,,86
0331,1,2024-09-28 12:54:00+00:00,60,,101
2164,1,2024-09-28 12:54:00+00:00,60,,82
0334,1,2024-09-28 12:54:00+00:00,60,,101
0336,1,2024-09-28 12:54:00+00:00,60,,101
0337,1,2024-09-28 12:54:00+00:00,60,,100
2163,1,2024-09-28 12:54:00+00:00,60,,86
0325,1,2024-09-28 12:54:00+00:00,60,,99
0423,1,2024-09-28 12:54:00+00:00,60,,101
0367,2,2024-09-28 12:54:00+00:00,60,,68
2152,1,2024-09-28 12:54:00+00:00,60,,91
0397,1,2024-09-28 12:54:00+00:00,60,,94
2145,1,2024-09-28 12:54:00+00:00,60,,90
0400,4,2024-09-28 12:54:00+00:00,60,,35
0402,1,2024-09-28 12:54:00+00:00,60,,86
0403,1,2024-09-28 12:54:00+00:00,60,,97
0405,1,2024-09-28 12:54:00+00:00,60,,90
2140,1,2024-09-28 12:54:00+00:00,60,,91
0408,2,2024-09-28 12:54:00+00:00,60,,70
0409,1,2024-09-28 12:54:00+00:00,60,,101
0411,1,2024-09-28 12:54:00+00:00,60,,101
0412,1,2024-09-28 12:54:00+00:00,60,,99
0413,1,2024-09-28 12:54:00+00:00,60,,98
0414,5,2024-09-28 12:54:00+00:00,60,,11
0415,1,2024-09-28 12:54:00+00:00,60,,105
2136,1,2024-09-28 12:54:00+00:00,60,,83
0396,1,2024-09-28 12:54:00+00:00,60,,94
0395,1,2024-09-28 12:54:00+00:00,60,,94
2146,1,2024-09-28 12:54:00+00:00,60,,97
0390,2,2024-09-28 12:54:00+00:00,60,,74
0369,1,2024-09-28 12:54:00+00:00,60,,81
0370,2,2024-09-28 12:54:00+00:00,60,,61
0374,1,2024-09-28 12:54:00+00:00,60,,92
0377,1,2024-09-28 12:54:00+00:00,60,,92
2150,1,2024-09-28 12:54:00+00:00,60,,98
0378,1,2024-09-28 12:54:00+00:00,60,,92
0379,1,2024-09-28 12:54:00+00:00,60,,96
0368,1,2024-09-28 12:54:00+00:00,60,,84
0381,1,2024-09-28 12:54:00+00:00,60,,99
0383,1,2024-09-28 12:54:00+00:00,60,,100
0385,1,2024-09-28 12:54:00+00:00,60,,98
2148,1,2024-09-28 12:54:00+00:00,60,,97
0387,1,2024-09-28 12:54:00+00:00,60,,93
0388,1,2024-09-28 12:54:00+00:00,60,,92
0389,2,2024-09-28 12:54:00+00:00,60,,69
2147,1,2024-09-28 12:54:00+00:00,60,,97
2149,1,2024-09-28 12:54:00+00:00,60,,96
0088,1,2024-09-28 12:54:00+00:00,60,,96
2096,1,2024-09-28 12:54:00+00:00,60,,87
0072,1,2024-09-28 12:54:00+00:00,60,,98
2260,4,2024-09-28 12:54:00+00:00,60,,27
0006,1,2024-09-28 12:54:00+00:00,60,,92
2254,1,2024-09-28 12:54:00+00:00,60,,92
0055,1,2024-09-28 12:54:00+00:00,60,,93
2256,1,2024-09-28 12:54:00+00:00,60,,83
0070,1,2024-09-28 12:54:00+00:00,60,,99
0073,1,2024-09-28 12:54:00+00:00,60,,101
0034,-1,2024-09-28 12:54:00+00:00,60,,-9
0085,1,2024-09-28 12:54:00+00:00,60,,101
0061,1,2024-09-28 12:54:00+00:00,60,,98
2245,2,2024-09-28 12:54:00+00:00,60,,69
0016,1,2024-09-28 12:54:00+00:00,60,,90
2275,2,2024-09-28 12:54:00+00:00,60,,77
0056,1,2024-09-28 12:54:00+00:00,60,,91
0011,5,2024-09-28 12:54:00+00:00,60,,1
0074,2,2024-09-28 12:54:00+00:00,60,,73
2266,2,2024-09-28 12:54:00+00:00,60,,71
2261,-1,2024-09-28 12:54:00+00:00,60,,-8
0031,2,2024-09-28 12:54:00+00:00,60,,67
0044,1,2024-09-28 12:54:00+00:00,60,,87
2252,2,2024-09-28 12:54:00+00:00,60,,68
0012,1,2024-09-28 12:54:00+00:00,60,,92
0045,1,2024-09-28 12:54:00+00:00,60,,86
2264,1,2024-09-28 12:54:00+00:00,60,,86
0064,1,2024-09-28 12:54:00+00:00,60,,102
2258,3,2024-09-28 12:54:00+00:00,60,,41
0013,4,2024-09-28 12:54:00+00:00,60,,33
0083,1,2024-09-28 12:54:00+00:00,60,,93
0032,3,2024-09-28 12:54:00+00:00,60,,41
0036,2,2024-09-28 12:54:00+00:00,60,,74
0060,2,2024-09-28 12:54:00+00:00,60,,66
0053,1,2024-09-28 12:54:00+00:00,60,,88
0087,1,2024-09-28 12:54:00+00:00,60,,90
2251,1,2024-09-28 12:54:00+00:00,60,,90
2255,2,2024-09-28 12:54:00+00:00,60,,74
2259,1,2024-09-28 12:54:00+00:00,60,,86
0078,1,2024-09-28 12:54:00+00:00,60,,88
0023,1,2024-09-28 12:54:00+00:00,60,,91
0038,2,2024-09-28 12:54:00+00:00,60,,77
0048,1,2024-09-28 12:54:00+00:00,60,,91
0019,5,2024-09-28 12:54:00+00:00,60,,7
2253,1,2024-09-28 12:54:00+00:00,60,,89
0022,5,2024-09-28 12:54:00+00:00,60,,14
2257,2,2024-09-28 12:54:00+00:00,60,,77
0161,1,2024-09-28 12:55:00+00:00,60,,98
0291,1,2024-09-28 12:55:00+00:00,60,,99
0391,3,2024-09-28 12:55:00+00:00,60,,41
0401,2,2024-09-28 12:55:00+00:00,60,,68
2199,2,2024-09-28 12:55:00+00:00,60,,65
0158,1,2024-09-28 12:55:00+00:00,60,,96
2142,1,2024-09-28 12:55:00+00:00,60,,94
0281,1,2024-09-28 12:55:00+00:00,60,,101
0392,2,2024-09-28 12:55:00+00:00,60,,63
0399,5,2024-09-28 12:55:00+00:00,60,,16
0398,1,2024-09-28 12:55:00+00:00,60,,89
0027,1,2024-09-28 12:55:00+00:00,60,,94
0162,2,2024-09-28 12:55:00+00:00,60,,69
2134,1,2024-09-28 12:55:00+00:00,60,,81
0193,2,2024-09-28 12:55:00+00:00,60,,64
0431,2,2024-09-28 12:55:00+00:00,60,,61
0425,5,2024-09-28 12:55:00+00:00,60,,12
0429,1,2024-09-28 12:55:00+00:00,60,,87
0393,1,2024-09-28 12:55:00+00:00,60,,87
0430,1,2024-09-28 12:55:00+00:00,60,,87
2262,2,2024-09-28 12:55:00+00:00,60,,76
0028,2,2024-09-28 12:55:00+00:00,60,,75
0394,1,2024-09-28 12:55:00+00:00,60,,91
2133,2,2024-09-28 12:55:00+00:00,60,,69
0295,1,2024-09-28 12:55:00+00:00,60,,105
0149,1,2024-09-28 12:55:00+00:00,60,,87
0404,1,2024-09-28 12:55:00+00:00,60,,100
2218,3,2024-09-28 12:55:00+00:00,60,,56
0420,1,2024-09-28 12:55:00+00:00,60,,86
0417,1,2024-09-28 12:55:00+00:00,60,,94
2137,1,2024-09-28 12:55:00+00:00,60,,81
0416,1,2024-09-28 12:55:00+00:00,60,,99
0077,1,2024-09-28 12:55:00+00:00,60,,96
0024,-1,2024-09-28 12:55:00+00:00,60,,-24
2217,3,2024-09-28 12:55:00+00:00,60,,54
0152,2,2024-09-28 12:55:00+00:00,60,,70
2138,2,2024-09-28 12:55:00+00:00,60,,72
0421,1,2024-09-28 12:55:00+00:00,60,,107
2263,1,2024-09-28 12:55:00+00:00,60,,90
2200,2,2024-09-28 12:55:00+00:00,60,,75
0025,1,2024-09-28 12:55:00+00:00,60,,96
0148,5,2024-09-28 12:55:00+00:00,60,,14
0047,1,2024-09-28 12:55:00+00:00,60,,86
2139,2,2024-09-28 12:55:00+00:00,60,,62
0154,1,2024-09-28 12:55:00+00:00,60,,97
0410,1,2024-09-28 12:55:00+00:00,60,,110
0147,1,2024-09-28 12:55:00+00:00,60,,97
0289,1,2024-09-28 12:55:00+00:00,60,,105
2216,2,2024-09-28 12:55:00+00:00,60,,78
2175,1,2024-09-28 12:55:00+00:00,60,,88
0046,1,2024-09-28 12:55:00+00:00,60,,90
0407,1,2024-09-28 12:55:00+00:00,60,,90
0424,1,2024-09-28 12:55:00+00:00,60,,102
0063,1,2024-09-28 12:55:00+00:00,60,,101
0418,1,2024-09-28 12:55:00+00:00,60,,98
0026,-1,2024-09-28 12:55:00+00:00,60,,-12
2141,1,2024-09-28 12:55:00+00:00,60,,95
0406,1,2024-09-28 12:55:00+00:00,60,,95
0386,1,2024-09-28 12:55:00+00:00,60,,99
0298,1,2024-09-28 12:55:00+00:00,60,,98
0196,2,2024-09-28 12:55:00+00:00,60,,62
2167,1,2024-09-28 12:55:00+00:00,60,,88
0041,5,2024-09-28 12:55:00+00:00,60,,13
2157,2,2024-09-28 12:55:00+00:00,60,,62
0197,1,2024-09-28 12:55:00+00:00,60,,94
0069,1,2024-09-28 12:55:00+00:00,60,,104
2206,1,2024-09-28 12:55:00+00:00,60,,86
0348,1,2024-09-28 12:55:00+00:00,60,,94
0351,2,2024-09-28 12:55:00+00:00,60,,70
0353,3,2024-09-28 12:55:00+00:00,60,,53
0314,1,2024-09-28 12:55:00+00:00,60,,100
0354,4,2024-09-28 12:55:00+00:00,60,,23
0179,2,2024-09-28 12:55:00+00:00,60,,62
0035,5,2024-09-28 12:55:00+00:00,60,,1
0042,2,2024-09-28 12:55:00+00:00,60,,76
0321,1,2024-09-28 12:55:00+00:00,60,,91
0068,1,2024-09-28 12:55:00+00:00,60,,102
0341,1,2024-09-28 12:55:00+00:00,60,,98
0327,1,2024-09-28 12:55:00+00:00,60,,97
0192,1,2024-09-28 12:55:00+00:00,60,,89
0040,1,2024-09-28 12:55:00+00:00,60,,87
0328,1,2024-09-28 12:55:00+00:00,60,,98
0326,1,2024-09-28 12:55:00+00:00,60,,101
0191,2,2024-09-28 12:55:00+00:00,60,,73
0332,1,2024-09-28 12:55:00+00:00,60,,100
0324,1,2024-09-28 12:55:00+00:00,60,,100
0333,1,2024-09-28 12:55:00+00:00,60,,101
0194,4,2024-09-28 12:55:00+00:00,60,,23
0335,1,2024-09-28 12:55:00+00:00,60,,102
0039,3,2024-09-28 12:55:00+00:00,60,,47
2166,1,2024-09-28 12:55:00+00:00,60,,87
0188,1,2024-09-28 12:55:00+00:00,60,,88
0195,2,2024-09-28 12:55:00+00:00,60,,72
2205,1,2024-09-28 12:55:00+00:00,60,,84
0163,1,2024-09-28 12:55:00+00:00,60,,95
0199,1,2024-09-28 12:55:00+00:00,60,,89
0357,1,2024-09-28 12:55:00+00:00,60,,99
0171,2,2024-09-28 12:55:00+00:00,60,,72
0071,1,2024-09-28 12:55:00+00:00,60,,101
0305,1,2024-09-28 12:55:00+00:00,60,,103
0375,1,2024-09-28 12:55:00+00:00,60,,95
0376,1,2024-09-28 12:55:00+00:00,60,,91
0204,5,2024-09-28 12:55:00+00:00,60,,10
2151,1,2024-09-28 12:55:00+00:00,60,,93
0380,1,2024-09-28 12:55:00+00:00,60,,92
0030,3,2024-09-28 12:55:00+00:00,60,,42
0384,1,2024-09-28 12:55:00+00:00,60,,101
0300,1,2024-09-28 12:55:00+00:00,60,,100
0058,1,2024-09-28 12:55:00+00:00,60,,92
0164,3,2024-09-28 12:55:00+00:00,60,,59
0206,4,2024-09-28 12:55:00+00:00,60,,34
0382,1,2024-09-28 12:55:00+00:00,60,,98
0373,1,2024-09-28 12:55:00+00:00,60,,91
2170,1,2024-09-28 12:55:00+00:00,60,,90
0172,4,2024-09-28 12:55:00+00:00,60,,36
2244,1,2024-09-28 12:55:00+00:00,60,,99
0312,1,2024-09-28 12:55:00+00:00,60,,105
0200,5,2024-09-28 12:55:00+00:00,60,,13
0176,2,2024-09-28 12:55:00+00:00,60,,64
0359,1,2024-09-28 12:55:00+00:00,60,,89
0360,1,2024-09-28 12:55:00+00:00,60,,95
0361,1,2024-09-28 12:55:00+00:00,60,,93
0175,1,2024-09-28 12:55:00+00:00,60,,92
0365,2,2024-09-28 12:55:00+00:00,60,,72
0310,1,2024-09-28 12:55:00+00:00,60,,100
0033,1,2024-09-28 12:55:00+00:00,60,,97
0201,5,2024-09-28 12:55:00+00:00,60,,2
0043,1,2024-09-28 12:55:00+00:00,60,,86
0306,1,2024-09-28 12:55:00+00:00,60,,102
0202,5,2024-09-28 12:55:00+00:00,60,,18
0178,3,2024-09-28 12:55:00+00:00,60,,48
0062,1,2024-09-28 12:55:00+00:00,60,,96
0428,2,2024-09-28 12:55:00+00:00,60,,66
0079,2,2024-09-28 12:55:00+00:00,60,,72
0108,1,2024-09-28 12:55:00+00:00,60,,96
0488,1,2024-09-28 12:55:00+00:00,60,,84
2112,2,2024-09-28 12:55:00+00:00,60,,75
0487,1,2024-09-28 12:55:00+00:00,60,,84
0111,1,2024-09-28 12:55:00+00:00,60,,102
0257,1,2024-09-28 12:55:00+00:00,60,,102
0485,1,2024-09-28 12:55:00+00:00,60,,94
0484,1,2024-09-28 12:55:00+00:00,60,,105
0112,1,2024-09-28 12:55:00+00:00,60,,404
0483,1,2024-09-28 12:55:00+00:00,60,,98
2228,2,2024-09-28 12:55:00+00:00,60,,69
0113,1,2024-09-28 12:55:00+00:00,60,,102
0259,1,2024-09-28 12:55:00+00:00,60,,101
0481,3,2024-09-28 12:55:00+00:00,60,,54
0084,1,2024-09-28 12:55:00+00:00,60,,93
2114,2,2024-09-28 12:55:00+00:00,60,,78
